AVERAGE_GENE_EXPRESSION	r0.4_C0	r0.4_C1	r0.4_C2	r0.4_C5	r0.4_C6	r0.4_C7	r0.4_C10
WDR19	0.000983538668599234	0.00137931034482759	0.00104529616724739	0.00108601216333623	0.00285640093482212	0.00174764068507515	0
RFC1	0.0317838285536805	0.0407662835249042	0.0337979094076655	0.040616854908775	0.0272656452869385	0.0209716882209018	0.0120481927710843
KLB	0.000155295579252511	0.000153256704980843	0.000696864111498258	0.00130321459600348	0.000519345624513113	0	0
RPL9	7.35386685992339	7.147969348659	5.80301974448316	3.59057341442224	6.57335756946248	3.38692764767564	2.58232931726908
LIAS	0.0323532456776064	0.0245977011494253	0.0257839721254355	0.0169417897480452	0.0283043365359647	0.0132820692065711	0.0120481927710843
UGDH	0.00647064913552128	0.0085823754789272	0.0120789779326365	0.0104257167680278	0.00882887561672293	0.00664103460328556	0.00401606425702811
UGDH-AS1	0.000569417123925872	0.000689655172413793	0.000813008130081301	0.00152041702867072	0.00103869124902623	0	0
SMIM14	0.0137177761673051	0.0221455938697318	0.0299651567944251	0.0536490008688097	0.234484549467671	0.0517301642782244	0.0200803212851406
RP11-539G18.2	0.000155295579252511	0.000306513409961686	0.000348432055749129	0.000217202432667246	0.00077901843676967	0.000699056274030059	0
UBE2K	0.0332850191531214	0.0535632183908046	0.0426248548199768	0.038010425716768	0.0428460140223319	0.0391471513456833	0.0642570281124498
PDS5A	0.017030748524692	0.020536398467433	0.0205574912891986	0.01498696785404	0.0197351337314983	0.0188745193988116	0.00803212851405622
N4BP2	0.0108189253545916	0.00988505747126437	0.0101045296167247	0.0102085143353606	0.00856920280446637	0.00768961901433065	0.00401606425702811
RHOH	0.261983642198985	0.234252873563218	0.171312427409988	0.0979582971329279	0.249285899766294	0.0202726319468717	0.120481927710843
AC195454.1	0.000362356351589191	0.000613026819923372	0.000116144018583043	0.000434404865334492	0.00103869124902623	0	0
RBM47	0.000207060772336681	0.000153256704980843	0	0.000217202432667246	0.0018177096857959	0.00768961901433065	0
NSUN7	0.0000517651930841702	0	0	0	0.00103869124902623	0.00034952813701503	0
APBB2	0	0.0000766283524904215	0	0	0.00363541937159179	0.00104858441104509	0
UCHL1	0	0.0000766283524904215	0	0	0.00077901843676967	0	0
LIMCH1	0	0	0	0	0	0.00314575323313527	0
TMEM33	0.00885184801739311	0.0153256704980843	0.0110336817653891	0.0121633362293658	0.00908854842897949	0.0146801817546312	0.00401606425702811
DCAF4L1	0.000258825965420851	0.0000766283524904215	0.000116144018583043	0	0.000259672812256557	0	0
RP11-814H16.2	0.000362356351589191	0.000306513409961686	0.000232288037166086	0.000217202432667246	0	0	0
SLC30A9	0.0128377678848742	0.0132567049808429	0.0116144018583043	0.00933970460469157	0.0119449493638016	0.0143306536176162	0
BEND4	0.0000517651930841702	0.000229885057471264	0.000348432055749129	0	0.00259672812256557	0	0
ATP8A1	0.00476239776374366	0.0032183908045977	0.00685249709639954	0.0117289313640313	0.00882887561672293	0.00174764068507515	0.00401606425702811
RP11-109E24.2	0.00010353038616834	0.0000766283524904215	0.000116144018583043	0	0	0	0
RP11-109E24.1	0.00010353038616834	0.000153256704980843	0.000464576074332172	0	0	0	0
GUF1	0.00553887566000621	0.00628352490421456	0.00464576074332172	0.00543006081668115	0.0077901843676967	0.00664103460328556	0
GNPDA2	0.0148048452220727	0.0167049808429119	0.0166085946573751	0.0162901824500434	0.0179174240457024	0.00454386578119539	0.00803212851405622
RP11-700J17.2	0.000207060772336681	0.000306513409961686	0	0	0.000519345624513113	0	0
COMMD8	0.0668288642716637	0.0895019157088123	0.0941927990708478	0.112510860121633	0.107504544274214	0.0636141209367354	0.0481927710843374
ATP10D	0.000517651930841702	0.00176245210727969	0.00441347270615563	0.00695047784535187	0.0148013502986237	0.00768961901433065	0.00401606425702811
RP11-121C2.2	0.000258825965420851	0.00053639846743295	0.000580720092915215	0	0.00077901843676967	0.00034952813701503	0
NFXL1	0.00186354695103013	0.00298850574712644	0.00301974448315912	0.00173761946133797	0.00207738249805245	0.00279622509612024	0
NIPAL1	0.000258825965420851	0.0000766283524904215	0.000348432055749129	0	0.000519345624513113	0	0
CNGA1	0	0	0	0	0.000259672812256557	0.00034952813701503	0
TXK	0.0497463505538876	0.0280459770114943	0.0348432055749129	0.11120764552563	0.00623214749415736	0.00454386578119539	0.0200803212851406
TEC	0.000880008282430893	0.000996168582375479	0.00127758420441347	0.00108601216333623	0.00129836406128278	0.00034952813701503	0
SLAIN2	0.0147530800289885	0.0209961685823755	0.0182346109175377	0.025629887054735	0.0153206959231368	0.0188745193988116	0.0160642570281124
FRYL	0.0123718811471167	0.0137164750957854	0.0137049941927991	0.0178105994787142	0.00830952999220982	0.0111849003844809	0.00803212851405622
OCIAD1	0.167667460399627	0.183141762452107	0.15993031358885	0.17115551694179	0.166969618280966	0.102411744145404	0.0682730923694779
OCIAD2	0.292783932084067	0.296551724137931	0.219396051103368	0.153996524761077	0.184108023889899	0.0440405452638937	0.0963855421686747
DCUN1D4	0.00476239776374366	0.00605363984674329	0.00627177700348432	0.00456125108601216	0.00415476499610491	0.000699056274030059	0.00401606425702811
RP11-365H22.2	0	0.0000766283524904215	0	0.000217202432667246	0	0	0
SGCB	0.00388238948131277	0.00896551724137931	0.00650406504065041	0.00108601216333623	0.00467411062061802	0.00174764068507515	0.00401606425702811
SPATA18	0	0	0	0	0.00077901843676967	0	0
USP46	0.00170825137177762	0.00781609195402299	0.00209059233449477	0.0028236316246742	0.00363541937159179	0.00594197832925551	0
USP46-AS1	0.000310591158505021	0.00114942528735632	0.0016260162601626	0.000651607298001738	0.00077901843676967	0.000699056274030059	0
RASL11B	0.000621182317010042	0.00053639846743295	0.000580720092915215	0	0.000259672812256557	0	0
SCFD2	0.00584946681851123	0.00666666666666667	0.00522648083623693	0.00651607298001738	0.00571280186964425	0.00524292205522545	0.21285140562249
FIP1L1	0.0546122787037996	0.0668199233716475	0.0531939605110337	0.0655951346655083	0.0534925993248507	0.0325061167423978	0.0682730923694779
LNX1	0.0000517651930841702	0.000306513409961686	0.000116144018583043	0.000651607298001738	0.000519345624513113	0	0
RP11-571I18.4	0.00010353038616834	0.0000766283524904215	0.000116144018583043	0	0	0	0
CHIC2	0.0311108810435863	0.0403065134099617	0.0449477351916376	0.0508253692441355	0.0262269540379122	0.0244669695910521	0.0160642570281124
PDGFRA	0	0	0	0	0	0	0.0120481927710843
KIT	0	0.0000766283524904214	0.000348432055749129	0.000434404865334492	0	0	0
SRD5A3	0.00843772647271974	0.0131034482758621	0.0168408826945412	0.0215030408340573	0.0142820046741106	0.0265641384131423	0.0120481927710843
TMEM165	0.0499016461331401	0.0740229885057471	0.0646922183507549	0.0736316246741963	0.093741885224617	0.0842362810206222	0.0321285140562249
CLOCK	0.00253649446112434	0.00544061302681992	0.00348432055749129	0.00477845351867941	0.00311607374707868	0.00314575323313527	0
RP11-528I4.2	0.00010353038616834	0.000153256704980843	0.00116144018583043	0	0	0	0
NMU	0.0000517651930841702	0.00191570881226054	0.000580720092915215	0	0	0	0
EXOC1	0.00854125685888808	0.0131800766283525	0.0103368176538908	0.00933970460469157	0.0116852765515451	0.0108353722474659	0.00401606425702811
CEP135	0.019774303758153	0.0206130268199234	0.0123112659698026	0.013249348392702	0.0241495715398598	0.00803914715134568	0.0160642570281124
AASDH	0.0122165855678642	0.0104214559386973	0.0110336817653891	0.0108601216333623	0.0124642949883147	0.00803914715134568	0.00401606425702811
RP11-646I6.5	0.000672947510094213	0.00137931034482759	0.00116144018583043	0.00173761946133797	0.00207738249805245	0.00034952813701503	0
PPAT	0.00926596956206647	0.00796934865900383	0.00801393728222997	0.00716768027801911	0.00882887561672293	0.00419433764418036	0.00803212851405622
RP11-646I6.6	0.0000517651930841702	0	0	0	0.000259672812256557	0	0
PAICS	0.0244849363288125	0.022911877394636	0.0146341463414634	0.0147697654213727	0.027525318099195	0.0174764068507515	0
SRP72	0.0731442178279325	0.0980842911877395	0.0876887340301974	0.0888357949609036	0.105167488963905	0.0845858091576372	0.0682730923694779
ARL9	0.0000517651930841702	0.0000766283524904215	0.000116144018583043	0	0	0	0
HOPX	0.00978362149290817	0.14360153256705	0.464924506387921	1.46828844483058	0.0804985717995326	0.0174764068507515	0.100401606425703
SPINK2	0.0122165855678642	0.00574712643678161	0.00673635307781649	0.0102085143353606	0.00363541937159179	0.00454386578119539	0.0120481927710843
REST	0.0999068226524485	0.114712643678161	0.105226480836237	0.111642050390964	0.0807582446117891	0.046487242222999	0.112449799196787
RP11-738E22.3	0.00010353038616834	0	0	0	0	0	0
NOA1	0.0487628118852883	0.050727969348659	0.0425087108013937	0.0334491746307559	0.0511555440145417	0.0300594197832926	0.0240963855421687
POLR2B	0.02370845843255	0.0280459770114943	0.0257839721254355	0.0321459600347524	0.0262269540379122	0.0167773505767214	0.0281124497991968
IGFBP7	0.00217413810953515	0.00114942528735632	0.00127758420441347	0.612728062554301	0.00623214749415736	0.183851800069906	0.0200803212851406
RP11-798L4.1	0.00010353038616834	0.0000766283524904215	0	0.000217202432667246	0.000259672812256557	0	0
RP11-584P21.2	0.000155295579252511	0	0.000348432055749129	0	0.000259672812256557	0	0
CENPC	0.0345273837871415	0.0393103448275862	0.0353077816492451	0.0301911381407472	0.0334977927810958	0.00978678783642083	0.0160642570281124
STAP1	0.00274355523346102	0.00176245210727969	0.00197444831591173	0.00434404865334492	0.0431056868345884	0.00034952813701503	0.00401606425702811
UBA6	0.0110259861269283	0.0134099616858238	0.0125435540069686	0.0145525629887055	0.0153206959231368	0.00734009087731562	0.00401606425702811
UBA6-AS1	0.00859302205197225	0.00789272030651341	0.00720092915214866	0.00651607298001738	0.00934822124123604	0.00139811254806012	0
YTHDC1	0.0626876488249301	0.0715708812260536	0.0638792102206736	0.0634231103388358	0.0521942352635679	0.0510311080041943	0.0321285140562249
TMPRSS11E	0	0.000383141762452107	0	0.000217202432667246	0	0	0
UGT2B17	0	0	0.000116144018583043	0	0.00155803687353934	0	0
SULT1B1	0.00232943368878766	0.000919540229885057	0.000116144018583043	0.00217202432667246	0.000519345624513113	0.000699056274030059	0.00401606425702811
CSN1S1	0	0	0	0.000651607298001738	0	0	0
IGJ	0.00212237291645098	0.00260536398467433	0.00255516840882695	0.00217202432667246	0.214489742923916	0.00209716882209018	0.00803212851405622
UTP3	0.0305932291127446	0.033639846743295	0.0328687572590012	0.0419200695047785	0.0418073227733056	0.0255155540020972	0.0120481927710843
RP11-46J23.1	0.00144942540635677	0.000919540229885057	0.0016260162601626	0.000868809730668984	0.0018177096857959	0.00139811254806012	0
RUFY3	0.00227766849570349	0.00344827586206897	0.0024390243902439	0.00412684622067767	0.00571280186964425	0.0150297098916463	0
GRSF1	0.0790972150326121	0.100842911877395	0.0721254355400697	0.0714596003475239	0.0656972215009089	0.0786438308283817	0.072289156626506
MOB1B	0.00170825137177762	0.00114942528735632	0.0016260162601626	0.00152041702867072	0.000519345624513113	0.00279622509612024	0.036144578313253
DCK	0.0874831763122476	0.107126436781609	0.0908246225319396	0.080364900086881	0.122046221760582	0.0307584760573226	0.0401606425702811
SLC4A4	0.0000517651930841702	0.000229885057471264	0.00220673635307782	0.00412684622067767	0	0	0.00401606425702811
RP11-352E8.2	0.0000517651930841702	0	0	0.000217202432667246	0	0	0
COX18	0.00709183145253132	0.00674329501915709	0.00731707317073171	0.00586446568201564	0.00701116593092703	0.00454386578119539	0
ANKRD17	0.00993891707216068	0.0144827586206897	0.0139372822299652	0.0147697654213727	0.0155803687353934	0.0153792380286613	0.00401606425702811
RP11-692D12.1	0.000776477896262553	0.000383141762452107	0.000232288037166086	0.000651607298001738	0.00129836406128278	0.00104858441104509	0
RASSF6	0.000465886737757532	0.000766283524904215	0	0	0.00259672812256557	0	0
IL8	0.0000517651930841702	0.0000766283524904215	0.000232288037166086	0	0	0.0216707444949318	0
PF4V1	0	0	0	0	0	0.00034952813701503	0.112449799196787
CXCL1	0	0	0	0.000217202432667246	0	0.00034952813701503	0
PF4	0.000517651930841702	0.000919540229885057	0.000929152148664344	0.000868809730668984	0.00077901843676967	0.00873820342537574	9.92369477911647
PPBP	0.00553887566000621	0.00475095785440613	0.00522648083623693	0.00434404865334492	0.00389509218384835	0.0199231038098567	28.9477911646586
CXCL5	0	0.0000766283524904215	0	0	0	0	0.0441767068273092
CXCL3	0	0.000229885057471264	0	0	0.000259672812256557	0	0.0281124497991968
CXCL2	0	0.0000766283524904215	0.000232288037166086	0.000217202432667246	0.00077901843676967	0.00734009087731562	0
MTHFD2L	0.011854229216275	0.0120306513409962	0.00987224157955865	0.0112945264986968	0.025188262788886	0.0108353722474659	0.0843373493975904
EREG	0.0000517651930841702	0.000383141762452107	0.000116144018583043	0	0	0.0125830129325411	0
AREG	0.00186354695103013	0.00122605363984674	0.00209059233449477	0.00325803649000869	0.00389509218384835	0.00209716882209018	0
PARM1	0	0.000153256704980843	0.000232288037166086	0.000868809730668983	0.00415476499610491	0.00454386578119539	0
RP11-44F21.3	0.000258825965420851	0	0.000232288037166086	0	0	0	0
RP11-44F21.2	0	0	0.000232288037166086	0.000217202432667246	0.000519345624513113	0	0
RP11-44F21.5	0.0108706905476757	0.0163218390804598	0.0138211382113821	0.0165073848827107	0.0311607374707868	0.00104858441104509	0.00803212851405622
RCHY1	0.0195672429858163	0.0265900383141762	0.0281068524970964	0.0362728062554301	0.0218125162295508	0.0125830129325411	0.0281124497991968
THAP6	0.00533181488766953	0.00628352490421456	0.00603948896631823	0.00716768027801911	0.00493378343287458	0.00034952813701503	0.00401606425702811
C4ORF26	0	0.0000766283524904215	0	0.000217202432667246	0	0	0
CDKL2	0.000207060772336681	0.000153256704980843	0.000464576074332172	0.000217202432667246	0	0.00034952813701503	0
G3BP2	0.0682265244849363	0.0777777777777778	0.0794425087108014	0.0608166811468288	0.0568683458841859	0.0552254456483747	0.1285140562249
USO1	0.0158919142768403	0.0250574712643678	0.0225319396051103	0.0225890529973936	0.0168787327966762	0.0104858441104509	0.0120481927710843
PPEF2	0	0	0	0	0	0.00034952813701503	0
NAAA	0.0837043172171032	0.120536398467433	0.0939605110336818	0.0740660295395308	0.0804985717995326	0.143656064313177	0.0441767068273092
SDAD1	0.0473651516720157	0.0551724137931034	0.0535423925667828	0.0501737619461338	0.0495975071410023	0.0220202726319469	0.0200803212851406
CXCL10	0	0	0	0	0	0.00034952813701503	0
NUP54	0.0244331711357283	0.0268199233716475	0.0236933797909408	0.0243266724587315	0.0168787327966762	0.00908773156239077	0.0120481927710843
SCARB2	0.00528004969458536	0.00636015325670498	0.00627177700348432	0.00608166811468288	0.00519345624513113	0.00838867528836071	0.00401606425702811
FAM47E	0.00010353038616834	0.000153256704980843	0	0	0	0	0
FAM47E-STBD1.1	0.000362356351589191	0.0000766283524904215	0.000464576074332172	0.00152041702867072	0	0.00034952813701503	0
SEPT11	0.0121130551816958	0.0304214559386973	0.0200929152148664	0.0367072111207646	0.0145416774863672	0.0178259349877665	0.0923694779116466
CCNI	0.599026814370018	0.63632183908046	0.505226480836237	0.352953953084275	0.62970656972215	0.314924851450542	0.34136546184739
CCNG2	0.00683300548711047	0.00957854406130268	0.01068524970964	0.0136837532580365	0.032199428719813	0.0136315973435862	0.00401606425702811
CNOT6L	0.0193084170203955	0.0242145593869732	0.0274099883855981	0.0308427454387489	0.0166190599844196	0.00594197832925551	0
MRPL1	0.043793353349208	0.0425287356321839	0.0371660859465738	0.0369244135534318	0.0431056868345884	0.0178259349877665	0.0200803212851406
ANXA3	0	0	0	0	0	0	0.0321285140562249
RP11-109G23.3	0.00522828450150119	0.00367816091954023	0.00348432055749129	0.00152041702867072	0.0077901843676967	0.0104858441104509	0.00401606425702811
BMP2K	0.000724712703178383	0.00053639846743295	0.000464576074332172	0.00152041702867072	0.00908854842897949	0.00384480950716533	0
PAQR3	0.00108706905476757	0.00130268199233716	0.00104529616724739	0.000651607298001738	0.00129836406128278	0.000699056274030059	0
LINC01088	0.0000517651930841702	0.0000766283524904214	0	0	0	0	0.0160642570281124
LINC00989	0	0.0000766283524904215	0	0	0	0	0.0963855421686747
ANTXR2	0.00605652759084791	0.0173946360153257	0.00754936120789779	0.00130321459600348	0.0119449493638016	0.0111849003844809	0.00803212851405622
PRDM8	0.000983538668599234	0.00306513409961686	0.00267131242740999	0.00108601216333623	0.00337574655933524	0.00104858441104509	0
BMP3	0	0	0	0	0.00077901843676967	0	0
PRKG2	0.000155295579252511	0.0000766283524904215	0.000116144018583043	0	0.000519345624513113	0	0
RASGEF1B	0.000983538668599234	0.0010727969348659	0.00371660859465738	0.00195482189400521	0.00519345624513113	0.00768961901433065	0
RP11-127B20.2	0.000362356351589191	0.000613026819923372	0.000464576074332172	0.000434404865334492	0.000519345624513113	0.00034952813701503	0
HNRNPD	0.0520240190495911	0.0570114942528736	0.0559814169570267	0.0675499565595135	0.0677746039989613	0.0625655365256903	0.0321285140562249
RP11-127B20.3	0.0290402733202195	0.028735632183908	0.0264808362369338	0.0184622067767159	0.0358348480914048	0.0129325410695561	0.0120481927710843
HNRNPDL	0.526348483279843	0.552030651340996	0.543670150987224	0.510860121633362	0.634380680342768	0.293603635092625	0.200803212851406
ENOPH1	0.04865928149912	0.0558620689655172	0.0502903600464576	0.0534317984361425	0.0444040508958712	0.0227193289059769	0.036144578313253
SCD5	0.000776477896262553	0.00176245210727969	0.0102206736353078	0.00955690703735882	0	0.00034952813701503	0.00401606425702811
SEC31A	0.0174966352624495	0.0244444444444444	0.0226480836236934	0.0208514335360556	0.0246689171643729	0.0150297098916463	0.0240963855421687
THAP9-AS1	0.0157883838906719	0.0167816091954023	0.0155632984901278	0.0193310165073849	0.0262269540379122	0.0132820692065711	0.0200803212851406
THAP9	0.0010353038616834	0.0010727969348659	0.000348432055749129	0.000434404865334492	0.000519345624513113	0	0
LIN54	0.00253649446112434	0.00337164750957854	0.00394889663182346	0.00369244135534318	0.00311607374707868	0.00279622509612024	0
COPS4	0.039548607516306	0.0475862068965517	0.0394889663182346	0.053866203301477	0.034536484030122	0.0401957357567284	0.0240963855421687
PLAC8	0.238534009731856	0.135095785440613	0.204994192799071	1.17028670721112	0.615164892235783	0.156588605382733	0.0963855421686747
RP11-576N17.5	0.00010353038616834	0.0000766283524904215	0	0.000217202432667246	0.000259672812256557	0	0
COQ2	0.00740242261103634	0.0116475095785441	0.00847851335656214	0.0139009556907037	0.00986756686574916	0.023418385180007	0.036144578313253
HPSE	0.00336473755047106	0.00528735632183908	0.00267131242740999	0.000651607298001738	0.000519345624513113	0.00664103460328556	0.0160642570281124
HELQ	0.0143907236773993	0.0160153256704981	0.0163763066202091	0.0147697654213727	0.0160997143599065	0.0104858441104509	0.00401606425702811
MRPS18C	0.0577181902888498	0.0623754789272031	0.0495934959349593	0.0697219808861859	0.0620618021293171	0.0580216707444949	0.0200803212851406
FAM175A	0.036805052282845	0.0313409961685824	0.0193960511033682	0.0145525629887055	0.0249285899766294	0.0094372596994058	0.0281124497991968
AGPAT9	0.00248472926804017	0.00582375478927203	0.00313588850174216	0.000434404865334492	0	0.0373995106606082	0
CDS1	0.000258825965420851	0.000229885057471264	0.000232288037166086	0.000217202432667246	0	0.00034952813701503	0
WDFY3	0.0000517651930841702	0	0	0	0	0.0034952813701503	0
ARHGAP24	0.000362356351589191	0.000229885057471264	0.000116144018583043	0.000217202432667246	0.240716696961828	0.0146801817546312	0.00803212851405622
MAPK10	0.0000517651930841702	0.000383141762452107	0	0	0	0	0
PTPN13	0.000258825965420851	0.00475095785440613	0.00116144018583043	0.000434404865334492	0.000259672812256557	0	0
C4ORF36	0.00186354695103013	0.00352490421455939	0.0024390243902439	0.00195482189400521	0.00337574655933524	0.00419433764418036	0.00803212851405622
AFF1	0.00553887566000621	0.00735632183908046	0.00499419279907085	0.00781928757602085	0.00727083874318359	0.00734009087731562	0.0160642570281124
KLHL8	0.00528004969458536	0.00459770114942529	0.00650406504065041	0.0028236316246742	0.00623214749415736	0.00803914715134568	0.00803212851405622
HSD17B13	0.000207060772336681	0.0000766283524904215	0.000232288037166086	0	0	0	0
HSD17B11	0.151464954964282	0.16536398467433	0.163646922183508	0.132059079061685	0.149831212672033	0.109751835022719	0.0522088353413655
NUDT9	0.0252096490319909	0.0261302681992337	0.0246225319396051	0.0297567332754127	0.0264866268501688	0.0129325410695561	0.00401606425702811
PKD2	0.000776477896262553	0.00160919540229885	0.00139372822299652	0.000651607298001738	0.00129836406128278	0.00174764068507515	0
ABCG2	0	0.000229885057471264	0.000116144018583043	0	0	0	0
PPM1K	0.0616523449632467	0.0799233716475096	0.0740998838559814	0.0621198957428323	0.140742664243054	0.0311080041943376	0.0441767068273092
RP11-10L7.1	0.000414121544673362	0.000459770114942529	0.00139372822299652	0.000217202432667246	0.000519345624513113	0.00034952813701503	0
HERC6	0.00543534527383787	0.00919540229885057	0.00696864111498258	0.00477845351867941	0.00493378343287458	0.00384480950716533	0.00401606425702811
HERC5	0.00419298063981779	0.0108812260536398	0.00987224157955865	0.00695047784535187	0.00519345624513113	0.00838867528836071	0
PYURF	0.174189874728233	0.235402298850575	0.224738675958188	0.203518679409209	0.185666060763438	0.140160782943027	0.100401606425703
HERC3	0.00667770990785796	0.00804597701149425	0.00801393728222997	0.00738488271068636	0.00882887561672293	0.00803914715134568	0.00803212851405622
NAP1L5	0.0140283673258101	0.00996168582375479	0.013472706155633	0.00977410947002606	0.00623214749415736	0.0034952813701503	0
FAM13A-AS1	0.00144942540635677	0.00206896551724138	0.00127758420441347	0.0023892267593397	0.00077901843676967	0.00454386578119539	0.00401606425702811
FAM13A	0.00683300548711047	0.009272030651341	0.0024390243902439	0.00304083405734144	0.00077901843676967	0.00454386578119539	0
RP11-84C13.1	0.000155295579252511	0.000306513409961686	0.000232288037166086	0.000217202432667246	0	0.00034952813701503	0
TIGD2	0.000983538668599234	0.00145593869731801	0.00150987224157956	0.00152041702867072	0.00129836406128278	0.00139811254806012	0
GPRIN3	0.00610829278393208	0.0140229885057471	0.0164924506387921	0.00738488271068636	0.00077901843676967	0.0104858441104509	0.00803212851405622
SNCA	0.000672947510094213	0.00206896551724138	0.000580720092915215	0.00304083405734144	0.00259672812256557	0.0244669695910521	1.32128514056225
MMRN1	0.000517651930841702	0.000459770114942529	0.000232288037166086	0.000217202432667246	0.000259672812256557	0	0.0923694779116466
CCSER1	0.00010353038616834	0.000229885057471264	0.000232288037166086	0	0.0111659309270319	0.0136315973435862	0
SMARCAD1	0.00869655243814059	0.0126436781609195	0.0104529616724739	0.00847089487402259	0.0106465853025188	0.00664103460328556	0
HPGDS	0	0.000459770114942529	0.000232288037166086	0	0.000259672812256557	0.00034952813701503	0
PDLIM5	0.00988715187907651	0.0134099616858238	0.013472706155633	0.0136837532580365	0.0142820046741106	0.0213212163579168	0.0120481927710843
RP11-323J4.1	0.000155295579252511	0.000153256704980843	0	0.000217202432667246	0.000259672812256557	0.00034952813701503	0.00401606425702811
RAP1GDS1	0.0113883424785174	0.0195402298850575	0.0125435540069686	0.023892267593397	0.0153206959231368	0.0125830129325411	0.0120481927710843
TSPAN5	0.0152707319598302	0.0300383141762452	0.0221835075493612	0.0201998262380539	0.00623214749415736	0.00244669695910521	0.0240963855421687
RP11-1299A16.3	0.000362356351589191	0.000306513409961686	0.000696864111498258	0.000217202432667246	0.00077901843676967	0	0
EIF4E	0.02432964074956	0.0252107279693487	0.024274099883856	0.0284535186794092	0.0199948065437549	0.0380985669346382	0.0441767068273092
METAP1	0.0192048866342271	0.021992337164751	0.0198606271777003	0.0204170286707211	0.0166190599844196	0.00978678783642083	0.0200803212851406
RP11-571L19.8	0.000155295579252511	0.000153256704980843	0.000116144018583043	0.000217202432667246	0.000259672812256557	0	0
ADH5	0.0974738585774925	0.11448275862069	0.0957026713124274	0.142484795829713	0.0851726824201506	0.0569730863334498	0.0441767068273092
RP11-696N14.1	0.000310591158505021	0.000306513409961686	0.000232288037166086	0.000217202432667246	0.000259672812256557	0	0
TRMT10A	0.00367532870897608	0.0032183908045977	0.0024390243902439	0.00434404865334492	0.00415476499610491	0.0034952813701503	0
MTTP	0.000155295579252511	0	0	0	0.000519345624513113	0	0
DAPP1	0.0114401076716016	0.020536398467433	0.00615563298490128	0.00325803649000869	0.0934822124123604	0.0419433764418036	0.385542168674699
LAMTOR3	0.019463712599648	0.0176245210727969	0.0141695702671312	0.0188966116420504	0.0101272396780057	0.011534428521496	0.0120481927710843
DNAJB14	0.036805052282845	0.0468199233716475	0.0471544715447154	0.0473501303214596	0.0264866268501688	0.0129325410695561	0.0240963855421687
H2AFZ	0.28786623874107	0.402375478927203	0.28815331010453	0.351433536055604	0.232147494157362	0.306186648025166	0.313253012048193
RP11-15B17.1	0.000155295579252511	0.000229885057471264	0	0	0.000259672812256557	0	0
DDIT4L	0	0	0.000116144018583043	0	0.000259672812256557	0	0
PPP3CA	0.00502122372916451	0.009272030651341	0.0139372822299652	0.0167245873153779	0.0197351337314983	0.0153792380286613	0.00401606425702811
AP001816.1	0.00491769334299617	0.01272030651341	0.00894308943089431	0.0162901824500434	0.0220721890418073	0.0125830129325411	0
BANK1	0.00119059944093591	0.00153256704980843	0.000929152148664344	0.00260642919200695	0.350817969358608	0.0094372596994058	0.0923694779116466
SLC39A8	0.0143389584843151	0.0276628352490421	0.0178861788617886	0.00955690703735882	0.00623214749415736	0.0034952813701503	0.0120481927710843
RP11-499E18.1	0.000672947510094213	0.00168582375478927	0.00232288037166086	0.0028236316246742	0.00103869124902623	0.00104858441104509	0
AF213884.2	0.00181178175794596	0.00291187739463602	0.00429732868757259	0.00390964378801043	0.00389509218384835	0.00419433764418036	0
NFKB1	0.0136660109742209	0.0154022988505747	0.0124274099883856	0.0119461337966985	0.0142820046741106	0.0223698007689619	0.0120481927710843
MANBA	0.0150636711874935	0.0190038314176245	0.0174216027874564	0.0136837532580365	0.0319397559075565	0.0429919608528487	0.0200803212851406
UBE2D3	0.440314732373952	0.548582375478927	0.455400696864111	0.399218071242398	0.403271877434433	0.253757427472912	0.309236947791165
RP11-10L12.4	0.000724712703178383	0.000919540229885057	0.00139372822299652	0.00434404865334492	0.000519345624513113	0.00139811254806012	0
CISD2	0.0354073920695724	0.0583141762452107	0.0506387921022067	0.0421372719374457	0.0327187743443262	0.0328556448794128	0.0200803212851406
SLC9B1	0.00227766849570349	0.00176245210727969	0.00116144018583043	0.00195482189400521	0.00259672812256557	0.00034952813701503	0
SLC9B2	0.00440004141215447	0.00544061302681992	0.00615563298490128	0.0052128583840139	0.00804985717995326	0.00104858441104509	0.00401606425702811
BDH2	0.0219484418676882	0.0210727969348659	0.0219512195121951	0.0267158992180712	0.0179174240457024	0.00873820342537574	0.0120481927710843
CENPE	0.000362356351589191	0.00153256704980843	0.000813008130081301	0.00260642919200695	0.000519345624513113	0.00104858441104509	0.00401606425702811
CXXC4	0	0.000153256704980843	0	0.000434404865334492	0	0	0
AC004069.2	0.000258825965420851	0.000383141762452107	0	0.000434404865334492	0.000259672812256557	0.00699056274030059	0.0120481927710843
TET2	0.00305414639196604	0.00421455938697318	0.00394889663182346	0.00955690703735882	0.00441443780836146	0.0153792380286613	0.00803212851405622
PPA2	0.0515581323118335	0.0690421455938697	0.059581881533101	0.0658123370981755	0.0607634380680343	0.0650122334847955	0.0321285140562249
ARHGEF38	0.0000517651930841702	0	0	0	0.000259672812256557	0	0
INTS12	0.0185837043172171	0.0240613026819923	0.0228803716608595	0.0217202432667246	0.0192157881069852	0.011883956658511	0.00803212851405622
GSTCD	0.00134589502018843	0.00137931034482759	0.000929152148664344	0.000434404865334492	0.000519345624513113	0.00034952813701503	0
RP11-710F7.3	0.0000517651930841702	0.0000766283524904215	0	0	0.000259672812256557	0	0
